Area,Median earning,Population_16+,Earning range,Count,Population_18+,BA/BS_18+
"Suffolk city, Virginia",61402,39192,"75,000 - 99,999",6325,77063.0,26504.0
"Virginia Beach city, Virginia",61342,179843,"75,000 - 99,999",26784,355212.0,133324.0
"Benton County, Washington",65220,68152,"75,000 - 99,999",10003,159400.0,48521.0
"Chelan County, Washington",48797,27117,"75,000 - 99,999",2457,62338.0,18075.0
"Clallam County, Washington",56639,20287,"75,000 - 99,999",2716,65457.0,18682.0
"Clark County, Washington",67796,187857,"75,000 - 99,999",29587,405346.0,130741.0
"Cowlitz County, Washington",61514,32696,"75,000 - 99,999",5576,87783.0,16411.0
"Franklin County, Washington",55212,31270,"75,000 - 99,999",4172,68705.0,13069.0
"Grant County, Washington",54981,31917,"75,000 - 99,999",4143,74299.0,13000.0
"Grays Harbor County, Washington",52280,,"75,000 - 99,999",,61885.0,9859.0
"Island County, Washington",61191,26735,"75,000 - 99,999",3837,71253.0,24071.0
"King County, Washington",92239,936651,"75,000 - 99,999",137997,1836530.0,1013334.0
"Kitsap County, Washington",72076,95673,"75,000 - 99,999",16844,224239.0,80071.0
"Lewis County, Washington",56012,24832,"75,000 - 99,999",4715,67562.0,12852.0
"Mason County, Washington",63734,,"75,000 - 99,999",,55095.0,12097.0
"Pierce County, Washington",67289,346841,"75,000 - 99,999",58019,716813.0,211224.0
"Skagit County, Washington",65635,43749,"75,000 - 99,999",7667,104402.0,29342.0
"Snohomish County, Washington",77888,325836,"75,000 - 99,999",54587,660416.0,244618.0
"Spokane County, Washington",56953,184907,"75,000 - 99,999",26752,433864.0,128955.0
"Thurston County, Washington",67601,105651,"75,000 - 99,999",21528,237580.0,89414.0
"Whatcom County, Washington",60524,75909,"75,000 - 99,999",11161,189637.0,68848.0
"Yakima County, Washington",49242,83576,"75,000 - 99,999",8020,183461.0,30564.0
"Berkeley County, West Virginia",53633,51048,"75,000 - 99,999",7228,101917.0,22853.0
"Cabell County, West Virginia",50726,28606,"75,000 - 99,999",2459,74020.0,24335.0
"Harrison County, West Virginia",51303,21711,"75,000 - 99,999",3109,51338.0,12737.0
"Kanawha County, West Virginia",50805,55509,"75,000 - 99,999",5698,140213.0,39417.0
"Monongalia County, West Virginia",61901,38697,"75,000 - 99,999",6038,90668.0,35528.0
"Raleigh County, West Virginia",55002,,"75,000 - 99,999",,57007.0,12319.0
"Wood County, West Virginia",50112,26523,"75,000 - 99,999",3527,65484.0,14820.0
"Brown County, Wisconsin",57414,104693,"75,000 - 99,999",13475,209911.0,63944.0
"Chippewa County, Wisconsin",52277,25934,"75,000 - 99,999",3362,52829.0,12150.0
"Dane County, Wisconsin",66494,231150,"75,000 - 99,999",36029,463966.0,228113.0
"Dodge County, Wisconsin",55890,34117,"75,000 - 99,999",5542,71392.0,13364.0
"Eau Claire County, Wisconsin",55358,41531,"75,000 - 99,999",4890,86671.0,26010.0
"Fond du Lac County, Wisconsin",52137,40400,"75,000 - 99,999",4611,83093.0,17682.0
"Jefferson County, Wisconsin",56167,34464,"75,000 - 99,999",5345,68934.0,19216.0
"Kenosha County, Wisconsin",57258,65535,"75,000 - 99,999",9443,131884.0,40341.0
"La Crosse County, Wisconsin",56189,43039,"75,000 - 99,999",5650,97348.0,33422.0
"Manitowoc County, Wisconsin",50938,30667,"75,000 - 99,999",3173,65098.0,12397.0
"Marathon County, Wisconsin",52354,53882,"75,000 - 99,999",6690,107635.0,27905.0
"Milwaukee County, Wisconsin",55663,331651,"75,000 - 99,999",46848,700935.0,231493.0
"Outagamie County, Wisconsin",58513,76808,"75,000 - 99,999",12315,149419.0,43424.0
"Ozaukee County, Wisconsin",71628,35379,"75,000 - 99,999",6856,74198.0,36168.0
"Portage County, Wisconsin",52201,27000,"75,000 - 99,999",3187,57649.0,17267.0
"Racine County, Wisconsin",56966,72585,"75,000 - 99,999",9850,152672.0,38390.0
"Rock County, Wisconsin",52802,59935,"75,000 - 99,999",8333,128474.0,31656.0
"St. Croix County, Wisconsin",67597,38791,"75,000 - 99,999",6455,74235.0,27961.0
"Sauk County, Wisconsin",55345,25897,"75,000 - 99,999",3665,51497.0,13017.0
"Sheboygan County, Wisconsin",55118,46180,"75,000 - 99,999",5387,92975.0,25493.0
"Walworth County, Wisconsin",57274,38328,"75,000 - 99,999",4885,85512.0,26176.0
"Washington County, Wisconsin",65751,57042,"75,000 - 99,999",10995,109449.0,37019.0
"Waukesha County, Wisconsin",72337,162445,"75,000 - 99,999",27612,327017.0,150618.0
"Winnebago County, Wisconsin",53677,65843,"75,000 - 99,999",7907,137307.0,43258.0
"Wood County, Wisconsin",50643,25381,"75,000 - 99,999",2768,57869.0,12988.0
"Laramie County, Wyoming",56641,38656,"75,000 - 99,999",7171,78473.0,24966.0
"Natrona County, Wyoming",60787,27099,"75,000 - 99,999",5474,61594.0,16395.0
"Arecibo Municipio, Puerto Rico",31179,,"75,000 - 99,999",,72430.0,22030.0
"Bayamón Municipio, Puerto Rico",28995,51319,"75,000 - 99,999",1980,153817.0,49999.0
"Caguas Municipio, Puerto Rico",30548,36120,"75,000 - 99,999",1677,105577.0,35015.0
"Carolina Municipio, Puerto Rico",26814,52493,"75,000 - 99,999",1627,128213.0,42966.0
"Guaynabo Municipio, Puerto Rico",38820,30346,"75,000 - 99,999",2954,77139.0,37235.0
"Mayagüez Municipio, Puerto Rico",22420,,"75,000 - 99,999",,59187.0,13463.0
"Ponce Municipio, Puerto Rico",24803,27949,"75,000 - 99,999",974,108609.0,31585.0
"San Juan Municipio, Puerto Rico",33875,97446,"75,000 - 99,999",6862,283752.0,111878.0
"Toa Alta Municipio, Puerto Rico",29274,,"75,000 - 99,999",,55533.0,16133.0
"Toa Baja Municipio, Puerto Rico",28483,24735,"75,000 - 99,999",703,60750.0,16918.0
"Trujillo Alto Municipio, Puerto Rico",36446,,"75,000 - 99,999",,56610.0,22111.0
Geographic Area Name,,,"100,000 or more",,,
"Baldwin County, Alabama",56339,90456,"100,000 or more",17517,200404.0,61456.0
"Calhoun County, Alabama",45999,35776,"100,000 or more",2819,91919.0,19162.0
"Cullman County, Alabama",50270,30508,"100,000 or more",4639,71530.0,11726.0
"DeKalb County, Alabama",40200,22690,"100,000 or more",1438,55149.0,7136.0
"Elmore County, Alabama",53486,,"100,000 or more",,71009.0,17858.0
"Etowah County, Alabama",47183,32505,"100,000 or more",3042,80630.0,13550.0
"Houston County, Alabama",44299,38094,"100,000 or more",4155,83711.0,17674.0
"Jefferson County, Alabama",52154,240596,"100,000 or more",47699,511772.0,175143.0
"Lauderdale County, Alabama",50352,31290,"100,000 or more",4547,78167.0,21944.0
"Lee County, Alabama",55005,60989,"100,000 or more",10527,145155.0,51326.0
"Limestone County, Alabama",65429,42413,"100,000 or more",11896,88832.0,27394.0
"Madison County, Alabama",62163,159560,"100,000 or more",41405,324169.0,143896.0
"Marshall County, Alabama",45766,34070,"100,000 or more",4721,74939.0,14882.0
"Mobile County, Alabama",47376,143910,"100,000 or more",18845,316274.0,79505.0
"Montgomery County, Alabama",50625,75136,"100,000 or more",9412,170839.0,52471.0
"Morgan County, Alabama",52331,43681,"100,000 or more",7485,96033.0,22656.0
"St. Clair County, Alabama",57153,36995,"100,000 or more",6062,74269.0,17123.0
"Shelby County, Alabama",61260,93473,"100,000 or more",22922,180620.0,72868.0
"Talladega County, Alabama",50114,,"100,000 or more",,64911.0,10801.0
"Tuscaloosa County, Alabama",52172,80048,"100,000 or more",12798,189087.0,51151.0
"Anchorage Municipality, Alaska",65346,110053,"100,000 or more",28922,219385.0,78576.0
"Fairbanks North Star Borough, Alaska",55242,37739,"100,000 or more",7635,72090.0,20265.0
"Matanuska-Susitna Borough, Alaska",65949,36393,"100,000 or more",9077,86125.0,20490.0
"Apache County, Arizona",44211,,"100,000 or more",,48498.0,7362.0
"Cochise County, Arizona",47957,29797,"100,000 or more",4493,99375.0,23726.0
"Coconino County, Arizona",55546,45893,"100,000 or more",7919,117228.0,37596.0
"Maricopa County, Arizona",60080,1740582,"100,000 or more",395436,3572374.0,1217205.0
"Mohave County, Arizona",46567,56371,"100,000 or more",7243,188213.0,27861.0
"Navajo County, Arizona",50775,27516,"100,000 or more",2830,82735.0,13012.0
"Pima County, Arizona",54348,347176,"100,000 or more",65059,858318.0,285796.0
"Pinal County, Arizona",52664,155187,"100,000 or more",21887,380479.0,78273.0
"Yavapai County, Arizona",57239,63021,"100,000 or more",13366,211565.0,63308.0
"Yuma County, Arizona",47220,63669,"100,000 or more",6078,161451.0,25597.0
"Benton County, Arkansas",60854,122979,"100,000 or more",30323,233033.0,82670.0
"Craighead County, Arkansas",49672,39436,"100,000 or more",4882,85259.0,23302.0
"Faulkner County, Arkansas",50267,50172,"100,000 or more",6503,100860.0,32075.0
"Garland County, Arkansas",45718,30844,"100,000 or more",3276,80167.0,22121.0
"Jefferson County, Arkansas",41019,,"100,000 or more",,50243.0,9889.0
"Lonoke County, Arkansas",51232,,"100,000 or more",,57513.0,11891.0
"Pulaski County, Arkansas",51419,146662,"100,000 or more",22690,307397.0,104323.0
"Saline County, Arkansas",55790,51266,"100,000 or more",8089,99734.0,27989.0
"Sebastian County, Arkansas",45562,46018,"100,000 or more",6005,98580.0,22186.0
"Washington County, Arkansas",49502,98735,"100,000 or more",15450,200986.0,63784.0
"White County, Arkansas",50238,22871,"100,000 or more",2628,60248.0,12692.0
"Alameda County, California",88441,628247,"100,000 or more",282519,1306255.0,631972.0
"Butte County, California",57436,56662,"100,000 or more",11797,164972.0,43735.0
"Contra Costa County, California",82799,407062,"100,000 or more",167860,904586.0,391526.0
"El Dorado County, California",86006,59578,"100,000 or more",25658,154992.0,60103.0
"Fresno County, California",52287,301517,"100,000 or more",50454,737410.0,165599.0
"Humboldt County, California",50687,33924,"100,000 or more",5186,109335.0,35601.0
"Imperial County, California",48408,45376,"100,000 or more",7794,128867.0,19717.0
"Kern County, California",50633,271377,"100,000 or more",47011,654441.0,108134.0
"Kings County, California",49326,40545,"100,000 or more",4165,111965.0,10930.0
"Lake County, California",52645,,"100,000 or more",,53202.0,8203.0
"Los Angeles County, California",60736,3451180,"100,000 or more",906687,7710575.0,2627965.0
"Madera County, California",49555,43190,"100,000 or more",8933,119406.0,17069.0
"Marin County, California",102034,79483,"100,000 or more",42272,206252.0,116189.0
"Mendocino County, California",57812,21557,"100,000 or more",4172,71266.0,18898.0
"Merced County, California",49938,86218,"100,000 or more",12305,209139.0,29180.0
"Monterey County, California",55983,130963,"100,000 or more",26891,321073.0,83939.0
"Napa County, California",68088,48728,"100,000 or more",15736,107936.0,39272.0
"Nevada County, California",80412,26486,"100,000 or more",9067,84777.0,32546.0
"Orange County, California",70160,1155366,"100,000 or more",384440,2489875.0,1026632.0
"Placer County, California",83654,140259,"100,000 or more",56256,332429.0,137635.0
"Riverside County, California",56743,836635,"100,000 or more",176103,1899182.0,461461.0
"Sacramento County, California",65442,534740,"100,000 or more",136059,1226535.0,400117.0
"San Benito County, California",66878,,"100,000 or more",,51935.0,11092.0
"San Bernardino County, California",53694,726716,"100,000 or more",135597,1641871.0,353798.0
"San Diego County, California",70778,1236458,"100,000 or more",391245,2594849.0,1032992.0
"San Francisco County, California",110581,350025,"100,000 or more",195099,698913.0,412203.0
"San Joaquin County, California",60896,259097,"100,000 or more",60615,593733.0,129443.0
"San Luis Obispo County, California",67973,84647,"100,000 or more",25386,233245.0,84259.0
"San Mateo County, California",100604,288633,"100,000 or more",146111,587887.0,305592.0
"Santa Barbara County, California",61183,134289,"100,000 or more",35658,343094.0,106453.0
"Santa Clara County, California",103509,746015,"100,000 or more",400696,1503214.0,797908.0
"Santa Cruz County, California",71228,79825,"100,000 or more",27129,214684.0,80803.0
"Shasta County, California",55415,55043,"100,000 or more",12785,141516.0,30193.0
"Solano County, California",65307,155772,"100,000 or more",45961,352455.0,94550.0
"Sonoma County, California",70717,165686,"100,000 or more",51914,391712.0,136337.0
"Stanislaus County, California",57982,171601,"100,000 or more",32705,405321.0,77811.0
"Sutter County, California",53245,29720,"100,000 or more",5209,74369.0,13177.0
"Tehama County, California",47308,,"100,000 or more",,49287.0,10168.0
"Tulare County, California",50518,140584,"100,000 or more",23712,338510.0,51393.0
"Ventura County, California",65648,292265,"100,000 or more",86916,651462.0,228314.0
"Yolo County, California",66530,72489,"100,000 or more",21401,178433.0,68487.0
"Yuba County, California",60332,,"100,000 or more",,62561.0,9422.0
"Adams County, Colorado",60441,227444,"100,000 or more",49032,403764.0,109809.0
"Arapahoe County, Colorado",66698,267468,"100,000 or more",72003,510233.0,220549.0
"Boulder County, Colorado",76533,118051,"100,000 or more",45361,271274.0,151215.0
"Broomfield County, Colorado",75683,32082,"100,000 or more",11783,61357.0,34340.0
"Denver County, Colorado",75452,330023,"100,000 or more",109353,589708.0,321857.0
"Douglas County, Colorado",92868,161105,"100,000 or more",74204,296166.0,171194.0
"El Paso County, Colorado",61301,292566,"100,000 or more",70793,574277.0,230364.0
"Jefferson County, Colorado",74965,240621,"100,000 or more",80774,472688.0,234767.0
"Larimer County, Colorado",64039,135841,"100,000 or more",35509,304160.0,140263.0
"Mesa County, Colorado",54902,49929,"100,000 or more",7666,127570.0,38334.0
"Pueblo County, Colorado",53796,56655,"100,000 or more",8251,133194.0,29732.0
"Weld County, Colorado",61457,138117,"100,000 or more",29722,268663.0,82782.0
"Capitol Planning Region, Connecticut",69999,365516,"100,000 or more",104209,780093.0,301225.0
"Greater Bridgeport Planning Region, Connecticut",71282,116648,"100,000 or more",40203,256228.0,101836.0
"Lower Connecticut River Valley Planning Region, Connecticut",77428,64380,"100,000 or more",22077,147262.0,65172.0
"Naugatuck Valley Planning Region, Connecticut",65788,168016,"100,000 or more",36764,364229.0,114790.0
"Northeastern Connecticut Planning Region, Connecticut",66890,39495,"100,000 or more",7221,79122.0,21931.0
"Northwest Hills Planning Region, Connecticut",72347,41140,"100,000 or more",12499,93426.0,36459.0
"South Central Connecticut Planning Region, Connecticut",67165,204089,"100,000 or more",50396,457945.0,180664.0
"Southeastern Connecticut Planning Region, Connecticut",66675,96475,"100,000 or more",24294,226481.0,79039.0
"Western Connecticut Planning Region, Connecticut",85496,234034,"100,000 or more",99737,489766.0,262556.0
"Kent County, Delaware",51366,69889,"100,000 or more",8708,146812.0,36499.0
"New Castle County, Delaware",65633,222086,"100,000 or more",60230,456334.0,171654.0
"Sussex County, Delaware",52662,83145,"100,000 or more",15593,216819.0,68170.0
"District of Columbia, District of Columbia",100747,309037,"100,000 or more",157321,552446.0,340541.0
"Alachua County, Florida",56687,94923,"100,000 or more",20212,235265.0,98746.0
"Bay County, Florida",52901,68605,"100,000 or more",11104,150386.0,43757.0
"Brevard County, Florida",52345,218469,"100,000 or more",47630,528404.0,165994.0
"Broward County, Florida",51793,763241,"100,000 or more",146500,1559339.0,535837.0
"Charlotte County, Florida",55965,53205,"100,000 or more",8729,181767.0,48267.0
"Citrus County, Florida",47372,38210,"100,000 or more",5944,141164.0,29794.0
"Clay County, Florida",54153,86171,"100,000 or more",14528,180036.0,52786.0
"Collier County, Florida",51928,125113,"100,000 or more",27678,339492.0,128456.0
"Columbia County, Florida",45707,,"100,000 or more",,57739.0,8992.0
"Duval County, Florida",53139,393955,"100,000 or more",70042,801292.0,254098.0
"Escambia County, Florida",50681,113519,"100,000 or more",15600,258559.0,75121.0
"Flagler County, Florida",51779,37477,"100,000 or more",7226,110577.0,33848.0
"Hernando County, Florida",48666,63526,"100,000 or more",8489,173370.0,33866.0
"Highlands County, Florida",41650,25664,"100,000 or more",2161,90148.0,19140.0
"Hillsborough County, Florida",55699,589416,"100,000 or more",127867,1206195.0,423910.0
"Indian River County, Florida",52115,47508,"100,000 or more",8166,144623.0,45716.0
"Lake County, Florida",51200,136129,"100,000 or more",20681,344020.0,100005.0
"Lee County, Florida",50876,262080,"100,000 or more",45334,692259.0,205632.0
"Leon County, Florida",51137,105148,"100,000 or more",17188,242471.0,95992.0
"Manatee County, Florida",54692,138730,"100,000 or more",33162,365229.0,133159.0
"Marion County, Florida",44220,119891,"100,000 or more",11272,333260.0,70967.0
"Martin County, Florida",55625,49968,"100,000 or more",12753,137540.0,54069.0
"Miami-Dade County, Florida",49230,1079618,"100,000 or more",197674,2154325.0,720851.0
"Monroe County, Florida",51880,29769,"100,000 or more",6218,67726.0,24475.0
"Nassau County, Florida",56297,34416,"100,000 or more",7473,82027.0,29270.0
"Okaloosa County, Florida",57304,79818,"100,000 or more",14417,169247.0,55169.0
"Orange County, Florida",52401,573807,"100,000 or more",113047,1160897.0,429143.0
"Osceola County, Florida",46625,168722,"100,000 or more",22346,333825.0,98159.0
"Palm Beach County, Florida",56731,533118,"100,000 or more",128669,1247725.0,490798.0
"Pasco County, Florida",55057,215662,"100,000 or more",42389,504910.0,143715.0
"Pinellas County, Florida",54612,354403,"100,000 or more",69189,816291.0,289129.0
"Polk County, Florida",48398,281783,"100,000 or more",34229,638482.0,156508.0
"Putnam County, Florida",49940,,"100,000 or more",,59956.0,9353.0
"St. Johns County, Florida",75906,113131,"100,000 or more",40124,251498.0,124445.0
"St. Lucie County, Florida",48464,125171,"100,000 or more",14539,300435.0,69800.0
"Santa Rosa County, Florida",57422,67565,"100,000 or more",12954,159211.0,49170.0
"Sarasota County, Florida",54604,137716,"100,000 or more",28799,404159.0,160158.0
"Seminole County, Florida",56127,189911,"100,000 or more",43876,385371.0,154263.0
"Sumter County, Florida",49048,,"100,000 or more",,140519.0,50731.0
"Volusia County, Florida",48818,196429,"100,000 or more",25799,487913.0,132234.0
"Walton County, Florida",52467,26774,"100,000 or more",5676,68412.0,23108.0
"Barrow County, Georgia",48233,37163,"100,000 or more",4052,69789.0,10361.0
"Bartow County, Georgia",55307,44246,"100,000 or more",6275,88759.0,22649.0
"Bibb County, Georgia",45333,47210,"100,000 or more",5919,118133.0,29243.0
"Bulloch County, Georgia",44612,24466,"100,000 or more",3016,67625.0,17572.0
"Carroll County, Georgia",51504,45371,"100,000 or more",6858,97158.0,21428.0
"Catoosa County, Georgia",53750,,"100,000 or more",,53740.0,11412.0
"Chatham County, Georgia",51092,111854,"100,000 or more",18685,241630.0,85528.0
"Cherokee County, Georgia",64283,113023,"100,000 or more",30979,222757.0,85433.0
"Clarke County, Georgia",50558,45166,"100,000 or more",5850,109042.0,42834.0
"Clayton County, Georgia",42588,107097,"100,000 or more",7667,219695.0,51643.0
"Cobb County, Georgia",66171,327469,"100,000 or more",97145,603797.0,286098.0
